Bear,Sex,Age,Date,General Location,Capture type,Release Site,Handler,Year
877,Male,Subadult,04/12/2017,"Dell Crk, Pr-WY",Management,Removed (201702),WYGFD,2017
G223,Female,Yearling,04/22/2017,"Jakeys Fork, Pr-WY",Management,On site,WYGFD,2017
G224,Male,Yearling,04/23/2017,"Jakeys Fork, Pr-WY",Management,On site,WYGFD,2017
884,Male,Adult,04/29/2017,"Pat O'Hara Crk, Pr-WY",Management,Transported,WYGFD,2017
G225,Male,Subadult,05/09/2017,"South Fork Shoshone, Pr-WY ",Management,Transported,WYGFD,2017
G226,Male,Subadult,05/10/2017,"South Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2017
885,Male,Adult,05/10/2017,,Management,Transported,WYGFD,2017
630,Male,Adult,05/19/2017,"Antelope Crk, YNP",Research,On site,IGBST,2017
886,Female,Subadult,05/22/2017,"Carter Crk, Pr-WY",Management,Transported,WYGFD,2017
887,Male,Adult,05/22/2017,"Elk Crk, YNP",Research,On site,IGBST/YNP,2017
228,Male,Adult,05/24/2017,"Stephens Crk, YNP",Research,On site,IGBST,2017
228,Male,Adult,05/25/2017,"Stephens Crk, YNP",Research,On site,IGBST,2017
228,Male,Adult,10/14/2017,"Grayling Crk, Pr-MT",Management,Removed (201735),MTFWP,2017
888,Male,Adult,05/25/2017,"Gibbon River, YNP",Research,On site,IGBST,2017
888,Male,Adult,06/05/2017,"Gibbon River, YNP",Research,On site,IGBST,2017
889,Male,Subadult,06/01/2017,"Horse Crk, SNF",Research,On site,WYGFD,2017
890,Male,Subadult,06/02/2017,"Buck Crk, Pr-WY",Management,Transported,WYGFD,2017
769,Male,Adult,06/05/2017,"Stephens Crk, YNP",Research,On site,IGBST,2017
891,Male,Adult,06/05/2017,"Charlie Crk, SNF",Research,On site,WYGFD,2017
892,Male,Adult,06/08/2017,East Fork Long Crk,Research,On site,WYGFD,2017
G227,Male,Subadult,06/11/2017,"Brent Crk, Pr-WY",Research,On site,WYGFD,2017
G228,Male,Adult,06/12/2017,"Frontier Crk, SNF",Research,On site,WYGFD,2017
893,Female,Adult,06/16/2017,"Charlie Crk, SNF",Research,On site,WYGFD,2017
894,Male,Adult,06/16/2017,"Horse Crk, SNF",Research,On site,WYGFD,2017
695,Male,Adult,06/16/2017,"Gibbon River, YNP",Research,On site,IGBST,2017
227,Male,Adult,06/16/2017,"Gibbon River, YNP",Research,On site,IGBST,2017
227,Male,Adult,07/09/2017,"Henrys Fork, CTNF",Research,On site,IDFG,2017
227,Male,Adult,07/12/2017,"Warm River, CTNF",Research,On site,IDFG,2017
227,Male,Adult,07/13/2017,"Warm River, CTNF",Research,On site,IDFG,2017
227,Male,Adult,07/14/2017,"Warm River, CTNF",Research,On site,IDFG,2017
895,Female,Adult,06/18/2017,"Tappen Crk, SNF",Research,On site,WYGFD,2017
G229,Male,Subadult,06/19/2017,"East Fork Long Crk, SNF",Research,On site,WYGFD,2017
896,Female,Subadult,06/20/2017,"Tappen Crk, SNF",Research,On site,WYGFD,2017
G230,Male,Adult,06/23/2017,"Horse Crk, SNF",Research,On site,WYGFD,2017
816,Male,Adult,06/30/2017,"Trout Crk, SNF",Research,On site,WYGFD,2017
897,Male,Adult,06/30/2017,"Standard Crk, BDNF",Research,On site,IGBST,2017
898,Female,Adult,06/30/2017,"Trout Crk, SNF",Research,On site,WYGFD,2017
786,Female,Adult,07/01/2017,"Papoose Crk, Pr-MT",Research,On site,IGBST,2017
Unm2,Unk,Yearling,07/02/2017,"Enos Crk, SNF",Research,On site,WYGFD,2017
Unm12,Unk,Yearling,07/02/2017,"Enos Crk, SNF",Research,On site,WYGFD,2017
899,Female,Subadult,07/08/2017,"Warm River, CTNF",Research,On site,IDFG,2017
899,Female,Subadult,08/04/2017,"Warm River, CTNF",Research,On site,IDFG,2017
824,Male,Adult,07/09/2017,"West Goosewing Crk, BTNF",Management,Removed (201710),WYGFD,2017
900,Female,Subadult,07/10/2017,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
736,Male,Adult,07/11/2017,"West Fork Madison, BDNF",Management,On site,WS,2017
736,Male,Adult,08/21/2017,"West Fork Madison, BDNF",Management,Removed (201720),WS,2017
653,Male,Adult,07/12/2017,"Henrys Fork, CTNF",Research,On site,IDFG,2017
653,Male,Adult,08/12/2017,"Bootjack Crk, CTNF",Research,On site,IDFG,2017
G231,Female,Subadult,07/12/2017,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
902,Male,Adult,07/14/2017,"Papoose Crk, Pr-MT",Research,On site,IGBST,2017
485,Female,Adult,07/15/2017,"Gneiss Crk, YNP",Research,On site,IGBST,2017
903,Female,Adult,07/17/2017,"Jesse Crk, CTNF",Research,On site,IDFG,2017
904,Male,Adult,07/19/2017,"Green River, BTNF",Management,Transported,WYGFD,2017
904,Male,Adult,09/12/2017,"Mosquito Lake, BTNF",Management,Removed (201726),WYGFD,2017
905,Female,Adult,07/20/2017,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
825,Male,Adult,07/21/2017,"Green River, BTNF",Management,Removed (201712),WYGFD,2017
880,Male,Subadult,07/21/2017,"Green River, BTNF",Management,Transported,WYGFD,2017
763,Male,Adult,07/27/2017,"Enget Crk, CTNF",Research,On site,IDFG,2017
906,Female,Adult,07/29/2017,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
907,Female,Subadult,07/31/2017,"Meadow Crk, CGNF",Research,On site,IGBST,2017
908,Male,Subadult,07/31/2017,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
909,Female,Subadult,08/02/2017,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
G130,Male,Adult,08/02/2017,"North Fork Owl Crk, Pr-WY",Management,Removed (201713),WYGFD,2017
910,Male,Subadult,08/04/2017,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
866,Male,Subadult,08/05/2017,"Gypsum Crk, BTNF",Management,Removed (201716),WYGFD,2017
Unm3,Unk,Yearling,08/07/2017,"Henrys Fork, CTNF",Research,On site,IDFG,2017
911,Female,Subadult,08/10/2017,"Buck Crk, GNF",Research,On site,IGBST,2017
912,Female,Subadult,08/10/2017,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
711,Male,Adult,08/10/2017,"Warm River, CTNF",Research,On site,IDFG,2017
Unm4,Male,Yearling,08/10/2017,"Camp Crk, SNF",Management,Removed (201718),WYGFD,2017
Unm5,Male,Yearling,08/09/2017,"Camp Crk, SNF",Management,Removed (201719),WYGFD,2017
810,Male,Adult,08/11/2017,"Greybull River, Pr-WY",Management,Transported,WYGFD,2017
G232,Male,Subadult,08/12/2017,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
Unm6,Unk,Yearling,08/12/2017,"Meadow Crk, CGNF",Research,On site,IGBST,2017
Unm7,Unk,Yearling,08/12/2017,"Meadow Crk, CGNF",Research,On site,IGBST,2017
720,Female,Adult,08/18/2017,"Wigwam Crk, CGNF",Management,On site,WS,2017
913,Female,Subadult,08/23/2017,"Wyoming Crk, CTNF",Research,On site,IDFG,2017
914,Female,Adult,08/25/2017,"Bootjack Crk, CTNF",Research,On site,IDFG,2017
Unm8,Unk,Yearling,08/13/2017,"Warm River, CTNF",Research,On site,IDFG,2017
Unm9,Unk,Yearling,08/16/2017,"Henrys Fork, CTNF",Research,On site,IDFG,2017
G205,Male,Subadult,09/08/2017,"Heart Lake, YNP",Management,Removed (201722),IGBST/YNP,2017
G213,Female,Subadult,09/09/2017,"Greybull River, Pr-WY",Management,Removed (201723),WYGFD,2017
915,Female,Adult,09/14/2017,"Wagon Crk, BTNF",Management,Transported,WYGFD,2017
Unm10,Male,Subadult,09/24/2017,"Green River, BTNF",Management,Removed (201727),WYGFD,2017
394,Male,Adult,09/26/2017,"Jasper Crk, YNP",Research,On site,IGBST,2017
916,Male,Adult,09/27/2017,"South Fork Shoshone, Pr-WY ",Management,Transported,WYGFD,2017
G233,Female,Yearling,09/30/2017,"North Fork Shosone, SNF",Management,On site,WYGFD,2017
917,Male,Adult,09/30/2017,"Bull Crk, Pr-WY",Management,Transported,WYGFD,2017
516,Male,Adult,10/02/2017,"Oxbow Crk, YNP",Research,On site,YNP,2017
516,Male,Adult,10/12/2017,"Jasper Crk, YNP",Research,On site,IGBST,2017
918,Male,Subadult,10/03/2017,"North Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2017
704,Male,Adult,10/07/2017,"Jasper Crk, YNP",Research,On site,IGBST,2017
919,Female,Subadult,10/17/2017,"Pat O'Hara Crk, PrWY",Management,Transported,WYGFD,2017
789,Male,Adult,10/20/2017,"Snake River, GTNP",Research,On site,GTNP,2017
772,Male,Adult,10/25/2017,"North Fork Shoshone, SNF",Management,On site,WYGFD,2017
Unm11,Female,Subadult,10/25/2017,"Aspen Crk, SNF",Management,Removed (201743),WYGFD,2017
542,Male,Adult,11/02/2017,"Carter Crk, Pr-WY",Management,Removed (201751),WYGFD,2017
920,Male,Subadult,10/03/2017,"North Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2017
839,Male,Adult,04/16/2016,"South Fork Shoshone, PrWY",Management,Removed,WYGFD,2016
845,Male,Adult,04/27/2016,"Rawhide Crk, Pr-WY",Management,"Trail Crk, SNF",WYGFD,2016
846,Male,Adult,05/05/2016,"Brown Crk, Pr-WY",Management,"Pacific Crk, BTNF",WYGFD,2016
846,Male,Adult,05/22/2016,"Brown Crk, Pr-WY",Management,Removed,WYGFD,2016
Unm1,Male,Adult,05/06/2016,"Pat O'Hara Crk, Pr-WY",Management,Removed,WYGFD,2016
G206,Male,Subadult,05/12/2016,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
227,Male,Adult,05/18/2016,"Fairy Crk, YNP",Research,On site,IGBST,2016
227,Male,Adult,05/20/2016,"Gibbon River, YNP",Research,On site,IGBST,2016
699,Male,Adult,05/19/2016,"Brown Crk, Pr-WY",Management,"Flagstaff Crk, BTNF",WYGFD,2016
847,Male,Subadult,05/22/2016,"Brown Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2016
814,Male,Adult,05/26/2016,"Stephens Crk, YNP",Research,On site,IGBST,2016
848,Female,Adult,05/29/2016,"East Fork Wind River, WRIR",Research,On site,WYGFD,2016
769,Male,Adult,06/01/2016,"Stephens Crk, YNP",Research,On site,IGBST,2016
849,Male,Adult,06/01/2016,"Red Crk, WRIR",Research,On site,WYGFD,2016
849,Male,Adult,06/07/2016,"Meadow Crk, WRIR",Research,On site,WYGFD,2016
803,Male,Subadult,06/04/2016,"Beaver Crk, WRIR",Research,On site,WYGFD,2016
850,Female,Adult,06/04/2016,"Gardner River, YNP",Research,On site,IGBST,2016
733,Male,Adult,06/06/2016,"Crow Crk, CTNF",Research,On site,WYGFD,2016
G215,Male,Adult,06/12/2016,"Crow Crk, CTNF",Research,On site,WYGFD,2016
851,Female,Subadult,06/13/2016,"Crow Crk, CTNF",Research,On site,WYGFD,2016
556,Male,Adult,06/17/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
852,Male,Adult,06/19/2016,"Pelican Crk, YNP",Research,On site,IGBST,2016
853,Male,Adult,06/20/2016,"Monument Bay, YNP",Research,On site,IGBST,2016
854,Male,Adult,06/21/2016,"Pelican Crk, YNP",Research,On site,IGBST,2016
427,Male,Adult,06/21/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
742,Male,Adult,06/25/2016,"Paint Crk, Pr-WY",Management,Removed,WYGFD,2016
855,Male,Adult,07/03/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
855,Male,Adult,07/06/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
855,Male,Adult,10/06/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
856,Male,Adult,07/03/2016,"Monument Bay, YNP",Research,On site,IGBST,2016
678,Female,Adult,07/05/2016,"Grouse Crk, BTNF",Research,On site,WYGFD,2016
857,Female,Adult,07/06/2016,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
857,Female,Adult,08/08/2016,"Horse Crk, Pr-MT",Management,On site,WS,2016
858,Male,Adult,07/06/2016,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
858,Male,Adult,08/28/2016,"Tom Miner, Pr-MT",Management,"Tepee Crk, ST-MT",WS/MTFWP,2016
859,Male,Subadult,07/06/2016,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
836,Female,Subadult,07/10/2016,"Tepee Crk, BTNF",Management,Removed,WYGFD,2016
843,Male,Subadult,07/10/2016,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
844,Male,Subadult,07/10/2016,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
807,Male,Adult,07/08/2016,"South Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2016
860,Male,Adult,07/12/2016,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
861,Female,Subadult,07/12/2016,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
755,Female,Adult,07/12/2016,"Wagon Crk, BTNF",Management,Removed,WYGFD,2016
819,Male,Subadult,07/13/2016,"Blackrock Crk, BTNF",Research,On site,WYGFD,2016
G216,Male,Adult,07/14/2016,"Arnica Crk, YNP",Research,On site,IGBST,2016
G216,Male,Adult,07/17/2016,"Arnica Crk, YNP",Research,On site,IGBST,2016
G216,Male,Adult,07/18/2016,"Bridge Crk, YNP",Research,On site,IGBST,2016
862,Male,Subadult,07/15/2016,"Arnica Crk, YNP",Research,On site,IGBST,2016
G217,Male,Subadult,07/15/2016,"Grouse Crk, BTNF",Research,On site,WYGFD,2016
338,Male,Adult,07/16/2016,"Bridge Crk, YNP",Research,On site,IGBST,2016
749,Female,Adult,07/16/2016,"Stephens Crk, YNP",Research,On site,IGBST,2016
506,Male,Adult,07/17/2016,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
863,Female,Subadult,07/17/2016,"Blackrock Crk, BTNF",Research,On site,WYGFD,2016
864,Female,Subadult,07/18/2016,"Arnica Crk, YNP",Research,On site,IGBST,2016
865,Male,Subadult,07/18/2016,"Sheridan Crk, CTNF",Research,On site,IDFG,2016
865,Male,Subadult,08/09/2016,"Blind Crk, CTNF",Research,On site,IDFG,2016
866,Male,Yearling,07/19/2016,"Dago Crk, BTNF",Management,On site,WYGFD,2016
867,Female,Subadult,07/20/2016,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
868,Female,Subadult,07/23/2016,"Middle Fork Owl Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2016
219,Male,Adult,07/23/2016,"Moose Crk, CTNF",Management,Removed,IDFG,2016
785,Male,Adult,08/06/2016,"Red Crk, BTNF",Management,Removed,WYGFD,2016
869,Female,Adult,08/07/2016,"Colley Crk, CGNF",Research,On site,IGBST,2016
870,Male,Subadult,08/07/2016,"Colley Crk, CGNF",Research,On site,IGBST,2016
871,Female,Adult,08/07/2016,"Camp Crk, SNF",Management,On site,WYGFD,2016
872,Male,Adult,08/07/2016,"Horse Crk, Pr-MT",Management,On site,WS,2016
679,Male,Adult,08/13/2016,"Bailey Crk, GTNP",Research,On site,IGBST,2016
Unm2,Unk,Yearling,08/13/2016,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm2,Unk,Yearling,08/16/2016,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm3,Unk,Yearling,08/16/2016,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm3,Unk,Yearling,09/09/2016,"Snake River, GTNP",Research,On site,IGBST,2016
765,Male,Adult,08/15/2016,"Willow Crk, Pr-WY",Management,Removed,WYGFD,2016
873,Male,Adult,08/17/2016,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2016
874,Male,Adult,08/20/2016,"Bootjack Crk, CTNF",Research,On site,IDFG,2016
875,Female,Adult,08/20/2016,"Soda Fork, BTNF",Research,On site,WYGFD,2016
399,Female,Adult,08/25/2016,"Pacific Crk, GTNP",Research,On site,IGBST,2016
676,Female,Adult,08/28/2016,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
G218,Female,Cub,08/29/2016,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
G219,Female,Cub,08/29/2016,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
Unm4,Female,Cub,08/29/2016,"Lime Crk, BTNF",Management,Handling mortality,WYGFD,2016
G220,Male,Subadult,08/30/2016,"Soda Fork, BTNF",Research,On site,WYGFD,2016
Unm5,Female,Subadult,08/31/2016,"Snowshoe Crk, Pr-MT",Management,Removed,WS/MTFWP,2016
876,Female,Subadult,09/01/2016,"Fish Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
877,Male,Subadult,09/07/2016,"South Fork Shoshone, PrWY",Management,"Middle Boone Crk, CTNF",WYGFD,2016
878,Male,Adult,09/09/2016,"Tosi Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2016
789,Male,Adult,09/13/2016,"Snake River, GTNP",Research,On site,IGBST,2016
879,Male,Subadult,09/13/2016,"Horse Crk, Pr-WY",Management,"Deadman Crk, SNF",WYGFD,2016
880,Male,Subadult,09/15/2016,"South Fork Shoshone, PrWY",Management,"Blackrock Crk, BTNF",WYGFD,2016
Unm6,Male,Subadult,09/17/2016,"Cottonwood Crk, Pr-MT",Management,Removed,MTFWP,2016
G221,Male,Subadult,09/18/2016,"Sunlight Crk, Pr-WY",Management,"Grassy Lake, CTNF",WYGFD,2016
881,Male,Adult,09/22/2016,"Cascade Crk, YNP",Research,On site,IGBST,2016
394,Male,Adult,09/22/2016,"Cascade Crk, YNP",Research,On site,IGBST,2016
799,Female,Adult,09/26/2016,"Trout Crk, YNP",Research,On site,IGBST,2016
369,Male,Adult,09/29/2016,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2016
829,Male,Adult,09/29/2016,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2016
703,Female,Adult,09/30/2016,"Sage Crk, BLM-WY",Management,Removed,WYGFD,2016
G222,Male,Subadult,10/04/2016,"North Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2016
Unm7,Female,Adult,10/07/2016,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm8,Male,Cub,10/07/2016,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm9,Male,Cub,10/07/2016,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm10,Female,Cub,10/08/2016,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm11,Male,Adult,10/09/2016,"Pat O'Hara Crk, Pr-WY",Management,Removed,WYGFD,2016
882,Male,Adult,10/10/2016,"Jasper Crk, YNP",Research,On site,IGBST,2016
883,Female,Subadult,10/10/2016,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
465,Male,Adult,10/15/2016,"Bear Crk, Pr-WY",Management,Removed,WYGFD,2016
Unm12,Female,Cub,10/21/2016,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
Unm13,Female,Cub,10/21/2016,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
Unm14,Female,Cub,10/21/2016,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
800,Female,Subadult,11/03/2016,"Yellowstone River, Pr-MT",Management,"Tepee Crk, ST-MT",MTFWP,2016
802,Male,Subadult,04/17/2015,"Snake River, Pr-WY",Management,"Pilgrim Crk, GTNP",WGFD/GTNP,2015
802,Male,Subadult,05/14/2015,"Warm SPrings Crk, Pr-WY",Management,"Glade Crk, JDRMP",WGFD/GTNP,2015
803,Male,Subadult,05/07/2015,"Dick Crk, SNF",Research,On site,WYGFD,2015
804,Male,Subadult,05/08/2015,"Oxbow Crk, YNP",Research,On site,YNP,2015
805,Male,Subadult,05/13/2015,"Pacific Crk, GTNP",Research,On site,IGBST,2015
806,Male,Adult,05/10/2015,"South Fork Shoshone River, SNF",Management,"Corral Crk, SNF",WYGFD,2015
807,Male,Adult,05/12/2015,"South Fork Shoshone River, SNF",Management,"Corral Crk, SNF",WYGFD,2015
808,Male,Subadult,05/14/2015,"owl Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
809,Male,Adult,05/13/2015,"Greybull River, Pr-WY",Research,On site,WYGFD,2015
810,Male,Adult,05/15/2015,"Dick Crk, SNF",Research,On site,WYGFD,2015
G201,Male,Subadult,05/16/2015,"Grove Crk, Pr-MT",Management,On site,WS/MTFWP,2015
G202,Male,Adult,05/17/2015,"Francs Fork, SNF",Research,On site,WYGFD,2015
811,Male,Adult,05/19/2015,"SPread Crk, GTNP",Research,On site,IGBST,2015
812,Male,Adult,05/21/2015,"Oxbow Crk, YNP",Research,On site,YNP/IGBST,2015
813,Male,Adult,05/22/2015,"Stephens Crk, YNP",Research,On site,IGBST,2015
Unm1,Male,Adult,05/22/2015,"Grove Crk, Pr-MT",Management,Removed,WS,2015
Unm2,Male,Adult,05/22/2015,"Grove Crk, Pr-MT",Management,Removed,WS,2015
G203,Male,Adult,05/26/2015,"Greybull River, Pr-WY",Research,On site,WYGFD,2015
814,Male,Adult,06/03/2015,"Stephens Crk, YNP",Research,On site,IGBST,2015
815,Female,Adult,06/10/2015,"Gibbon River, YNP",Research,On site,IGBST,2015
816,Male,Adult,06/10/2015,"SPread Crk, GTNP",Research,On site,IGBST,2015
G204,Male,Subadult,06/11/2015,"Grinnell, SNF",Management,"Middle Bone Crk, CTNF",WYGFD,2015
G205,Male,Subadult,06/11/2015,"Grinnell, SNF",Management,"Middle Bone Crk, CTNF",WYGFD,2015
817,Male,Subadult,06/18/2015,"Pelican Crk, YNP",Research,On site,IGBST,2015
656,Male,Adult,06/26/2015,"Tosi Crk, BTNF",Management,Removed,WYGFD,2015
G206,Male,Subadult,06/27/2015,"Wagon Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2015
Unm3,Male,Subadult,06/27/2015,"Wind River, Pr-WY",Management,Removed,WYGFD,2015
356,Male,Adult,07/03/2015,"Wiggins Fork, Pr-WY",Management,Removed,WYGFD,2015
783,Male,Adult,07/04/2015,"Snake River, GTNP",Research,On site,IGBST,2015
783,Male,Adult,09/14/2015,"Lizard Crk, GTNP",Research,On site,IGBST,2015
783,Male,Adult,09/15/2015,"Lizard Crk, GTNP",Research,On site,IGBST,2015
818,Male,Subadult,07/06/2015,"Hominy Crk, CTNF",Research,On site,WYGFD,2015
819,Male,Adult,07/07/2015,"Snake River, GTNP",Research,On site,IGBST,2015
719,Male,Adult,07/12/2015,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2015
820,Male,Adult,07/19/2015,"Pilot Crk, SNF",Research,On site,IGBST,2015
820,Male,Adult,10/22/2015,"squaw Crk, Pr-WY",Management,Removed,WYGFD,2015
821,Male,Adult,07/22/2015,"Dry Crk, CTNF",Research,On site,WYGFD,2015
821,Male,Adult,09/10/2015,"Lizard Crk, GTNP",Research,On site,IGBST,2015
548,Male,Adult,07/22/2015,"Horn Crk, BDNF",Management,Removed,WS/MTFWP,2015
822,Female,Adult,07/24/2015,"Bear Crk, Pr-MT",Management,Removed,WS/MTFWP,2015
822,Female,Adult,08/05/2015,"Pine Crk, GNF",Research,On site,IGBST,2015
822,Female,Adult,10/01/2015,"East Fork Fiddle Crk, ST-MT",Management,Removed,WS,2015
Unm4,Male,Subadult,07/24/2015,"Bear Crk, Pr-MT",Management,"Tepee Crk, ST-MT",WS/MTFWP,2015
780,Male,Adult,07/25/2015,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2015
G207,Female,Subadult,07/25/2015,"Muddy Crk, SNF",Management,"Bailey Crk, BTNF",WYGFD,2015
G208,Male,Subadult,07/25/2015,"Muddy Crk, SNF",Management,"Bailey Crk, BTNF",WYGFD,2015
824,Male,Subadult,08/02/2015,"Tepee Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2015
825,Male,Adult,08/03/2015,"Lime Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2015
826,Male,Adult,08/07/2015,"Rawhide Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
826,Male,Adult,08/20/2015,"Green River, Pr-WY",Management,Removed,WYGFD,2015
728,Female,Adult,08/07/2015,"Henrys Fork, CTNF",Research,On site,IDFG,2015
827,Male,Subadult,08/08/2015,"Grass Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2015
827,Male,Subadult,09/08/2015,"East Fork Wind River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2015
827,Male,Subadult,10/17/2015,"Sulphur Crk, BLM-WY",Management,Removed,WYGFD,2015
Unm5,Female,Adult,08/08/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm6,Female,Subadult,08/10/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm7,Female,Subadult,08/09/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm5,Female,Adult,08/08/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm6,Female,Subadult,08/10/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm7,Female,Subadult,08/09/2015,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm8,Female,Subadult,08/08/2015,"Crooked Crk, Pr-WY",Management,Removed,WYGFD,2015
Unm9,Male,Adult,08/11/2015,"Sheridan Crk, SNF",Management,Removed,WYGFD,2015
658,Female,Adult,08/13/2015,"Dry Crk, Pr-WY",Management,Removed,WYGFD,2015
828,Male,Adult,08/15/2015,"Bootjack Crk, CTNF",Research,On site,IDFG,2015
G209,Female,Subadult,08/20/2015,"Sheep Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
829,Male,Adult,08/21/2015,"Dry Crk, Pr-WY",Management,"Dailey Crk, BTNF",WYGFD,2015
830,Male,Adult,08/21/2015,"Ellis Crk, Pr-MT",Management,On site,WS/MTFWP,2015
Unm10,Male,Adult,08/24/2015,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2015
479,Male,Adult,08/24/2015,"Elk Crk, Pr-ID",Management,Removed,IDFG,2015
831,Female,Adult,08/25/2015,"Plateau Crk, BTNF",Research,On site,WYGFD,2015
832,Male,Subadult,08/29/2015,"Wagon, Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2015
832,Male,Subadult,09/19/2015,"Tosi Crk, Pr-WY",Management,Removed,WYGFD,2015
211,Male,Adult,08/31/2015,"Antelope Crk, YNP",Research,On site,IGBST,2015
833,Female,Adult,09/01/2015,"North Fork Shoshone, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
834,Male,Adult,09/02/2015,"North Fork Shoshone, Pr-WY",Management,"Painter Gulch, SNF",WYGFD,2015
835,Female,Adult,09/03/2015,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
835,Female,Adult,10/08/2015,"Falls River, Pr-ID",Management,Removed,IDFG,2015
843,Male,Subadult,09/03/2015,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
843,Male,Subadult,10/08/2015,"Falls River, Pr-ID",Management,"Snow Crk, CTNF",IDFG,2015
844,Male,Subadult,09/03/2015,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
844,Male,Subadult,10/08/2015,"Falls River, Pr-ID",Management,"Snow Crk, CTNF",IDFG,2015
836,Female,Subadult,09/06/2015,"Tepee Crk, BNTF",Management,"North Fork Shoshone, SNF",WYGFD,2015
837,Male,Subadult,09/09/2015,"Skull Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2015
837,Male,Subadult,09/23/2015,"Golf Crk, SNF",Management,Removed,WYGFD,2015
